Number,Name,Categories,Phone,Address,Rating,Rating Count
1832,Jesse Boy,"Restaurants, Korean Restaurants, Asian Restaurants",(323) 745-5006,"6254 Santa Monica Blvd, Los Angeles, CA 90038",rating not available/5,Review count not available
1833,Pupuseria Las Champas,"Restaurants, Family Style Restaurants, Latin American Restaurants",(323) 586-0846,"1165 E Florence Ave, Los Angeles, CA 90001",rating not available/5,Review count not available
1834,Mariscos Sinaloa,"Restaurants, Mexican Restaurants, Take Out Restaurants",(323) 478-0353,"5633 York Blvd, Los Angeles, CA 90042",rating not available/5,Review count not available
1835,Wing Street,"Restaurants, American Restaurants, Take Out Restaurants",(323) 267-0300,"5213 Whittier Blvd, Los Angeles, CA 90022",rating not available/5,Review count not available
1836,Yoshinoya,"Restaurants, Japanese Restaurants",(323) 766-9220,"2850 Crenshaw Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
1837,Sugiamh Inc,"Restaurants, Japanese Restaurants",(323) 766-9220,"2850 Crenshaw Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
1838,Yoshinoya,"Restaurants, Japanese Restaurants",(323) 467-8875,"6300 Santa Monica Blvd, Los Angeles, CA 90038",rating not available/5,Review count not available
1839,Ocean Baskets,"Restaurants, Seafood Restaurants",(323) 643-4333,"2851 Crenshaw Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
1840,Food & Bounty,"Restaurants, American Restaurants, Caterers",(323) 468-3190,"1438 N Gower St, Los Angeles, CA 90028",rating not available/5,Review count not available
1841,Cafe Sicily,"Restaurants, Coffee Shops, Cafeterias",(323) 954-9428,"5001 Wilshire Blvd, Los Angeles, CA 90036",rating not available/5,Review count not available
1842,Asian Kings,"Restaurants, Asian Restaurants",(323) 939-0038,"5001 Wilshire Blvd, Los Angeles, CA 90036",rating not available/5,Review count not available
1843,Chef Kim's Soul Food Kitchen,"Restaurants, Seafood Restaurants",(323) 331-8096,"2959 Crenshaw Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
1844,Restaurant,"Restaurants, Family Style Restaurants",(323) 675-1093,"5830 York Blvd, Los Angeles, CA 90042",rating not available/5,Review count not available
1845,AY-Do-NO KBBQ,"Restaurants, Korean Restaurants, Asian Restaurants",(323) 871-1420,"5911 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1846,Kim's Restaurant,"Restaurants, Family Style Restaurants",(323) 294-6677,"3060 Crenshaw Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
1847,Lemon Fish,"Restaurants, Sushi Bars, Japanese Restaurants",(323) 460-4118,"6095 W Sunset Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1848,Sunset Rooftop,"Restaurants, American Restaurants",(323) 701-2110,"6099 W Sunset Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1849,Sushi Eyaki,"Restaurants, Sushi Bars, Japanese Restaurants",(323) 930-2636,"5040 Wilshire Blvd, Los Angeles, CA 90036",rating not available/5,Review count not available
1850,Paley,"Restaurants, American Restaurants",(323) 544-9430,"6115 W Sunset Blvd Ste 100, Los Angeles, CA 90028",rating not available/5,Review count not available
1851,The Kickin' Crab,"Restaurants, Seafood Restaurants, American Restaurants",(323) 699-2158,"6122 W Sunset Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1852,Jose O'Malley's,"Restaurants, Refreshment Stands, Mexican Restaurants",(323) 337-2226,"6057 Harold Way, Los Angeles, CA 90028",rating not available/5,Review count not available
1853,Mahimahi Sea Food Sunset,"Restaurants, Seafood Restaurants, Caterers",(323) 464-6244,"6122 W Sunset Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1854,N/Soto,"Restaurants, Sushi Bars, Japanese Restaurants",(323) 879-9455,"4566 W Washington Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
1855,Yoshinoya,"Restaurants, Japanese Restaurants",(323) 971-4560,"539 E Florence Ave, Los Angeles, CA 90003",rating not available/5,Review count not available
1856,Little Beijing,"Restaurants, Chinese Restaurants, Caterers",(323) 954-7262,"4727 Venice Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1857,Sabina's European Restaurant,"Restaurants, Family Style Restaurants",(323) 469-9522,"1253 Vine St, Los Angeles, CA 90038",rating not available/5,Review count not available
1858,Las Tunas Restaurant,"Restaurants, Family Style Restaurants",(213) 383-6651,"3603 W 36th St, Los Angeles, CA 90016",rating not available/5,Review count not available
1859,El Arca Bakery & Restaurant,"Restaurants, Pizza, Bakeries",(323) 290-3989,"1818 W 54th St, Los Angeles, CA 90062",rating not available/5,Review count not available
1860,Chinatown Express,"Restaurants, Chinese Restaurants, Asian Restaurants",(323) 462-8880,"1320 Vine St, Los Angeles, CA 90028",rating not available/5,Review count not available
1861,Best Fish Taco In Ensenada,"Restaurants, Mexican Restaurants, Seafood Restaurants",(323) 466-5552,"1948 Canyon Dr, Los Angeles, CA 90068",rating not available/5,Review count not available
1862,Wolfgang Puck Express,"Restaurants, American Restaurants, Take Out Restaurants",(323) 464-1022,"5877 Franklin Ave, Los Angeles, CA 90028",rating not available/5,Review count not available
1863,Kaboom Jamaican Flavor,"Restaurants, Family Style Restaurants, Take Out Restaurants",(310) 710-0038,"4641 W Washington Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
1864,JINYA Ramen Bar,"Restaurants, Japanese Restaurants",(323) 954-6477,"5168 Wilshire Blvd, Los Angeles, CA 90036",rating not available/5,Review count not available
1865,SushiStop,"Restaurants, Sushi Bars, Japanese Restaurants",(323) 468-2496,"5917 Franklin Ave, Los Angeles, CA 90028",rating not available/5,Review count not available
1866,Rotisserie Chicken Cafe,"Restaurants, American Restaurants, Bars",(323) 465-0175,"5925 Franklin Ave, Los Angeles, CA 90028",rating not available/5,Review count not available
1867,Brothers Meatballs,"Restaurants, Italian Restaurants",(323) 672-8011,"6268 W Sunset Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1868,Ramen Jinya,"Restaurants, Chinese Restaurants",(323) 549-0188,"5174 Wilshire Blvd, Los Angeles, CA 90036",rating not available/5,Review count not available
1869,Rao's Hollywood,"Restaurants, Italian Restaurants, Family Style Restaurants",(323) 962-7267,"1006 Seward St, Los Angeles, CA 90038",rating not available/5,Review count not available
1870,Restoration De Vidas Para Christo,"Restaurants, Family Style Restaurants",(323) 476-7224,"7614 S Central Ave, Los Angeles, CA 90001",rating not available/5,Review count not available
1871,Mia Sushi,"Restaurants, Sushi Bars, Take Out Restaurants",(323) 256-2562,"4741 Eagle Rock Blvd, Los Angeles, CA 90041",rating not available/5,Review count not available
1872,Hiatus Urban BBQ,"Restaurants, Barbecue Restaurants, Caterers",(323) 879-9700,"1292 S La Brea Ave, Los Angeles, CA 90019",rating not available/5,Review count not available
1873,ShopHouse,"Restaurants, Asian Restaurants, Take Out Restaurants",(323) 462-2856,"6333 W Sunset Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1874,Canton Chef Express,"Restaurants, Chinese Restaurants, Asian Restaurants",(323) 938-8998,"4934 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1875,800 Degrees Neapolitan Pizzeria,"Restaurants, Pizza, Italian Restaurants",(323) 329-9656,"1521 Vine St, Los Angeles, CA 90028",rating not available/5,Review count not available
1876,The Fig House,"Restaurants, American Restaurants, Party & Event Planners",(323) 254-4103,"6433 N Figueroa St, Los Angeles, CA 90042",rating not available/5,Review count not available
1877,Lucky Duck Restaurant,"Restaurants, American Restaurants, Pizza",(323) 931-9660,"672 S La Brea Ave, Los Angeles, CA 90036",rating not available/5,Review count not available
1878,Chinatown Express,"Restaurants, Chinese Restaurants, Caterers",(323) 778-0239,"304 W Florence Ave, Los Angeles, CA 90003",rating not available/5,Review count not available
1879,800 Degrees Neapolitan Pizzeria,"Restaurants, Pizza, Italian Restaurants",(323) 329-9656,"1539 Vine St, Los Angeles, CA 90028",rating not available/5,Review count not available
1880,Blue C Sushi,"Restaurants, Asian Restaurants, Sushi Bars",(323) 391-2241,"6374 W Sunset Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1881,Totoyama Sushi & Ramen,"Restaurants, Sushi Bars, Take Out Restaurants",(323) 791-7791,"6201 Hollywood Blvd Ste 118, Los Angeles, CA 90028",rating not available/5,Review count not available
1882,Farmers Belly,"Restaurants, American Restaurants, Health Food Restaurants",(323) 745-0395,"1555 Vine St, Los Angeles, CA 90028",rating not available/5,Review count not available
1883,Commerson Restaurant,"Restaurants, American Restaurants",(323) 813-3000,"788 S La Brea Ave, Los Angeles, CA 90036",rating not available/5,Review count not available
1884,Earlez Grille,"Restaurants, Seafood Restaurants",(323) 549-9884,"3864 Crenshaw Blvd, Los Angeles, CA 90008",rating not available/5,Review count not available
1885,Tam's Garden Chinese Restaurant,"Restaurants, Chinese Restaurants, Family Style Restaurants",(323) 936-2858,"5269 W Olympic Blvd, Los Angeles, CA 90036",rating not available/5,Review count not available
1886,Tak's Coffee Shop,"Restaurants, Coffee Shops, Breakfast, Brunch & Lunch Restaurants",(323) 295-0195,"3870 Crenshaw Blvd, Los Angeles, CA 90008",rating not available/5,Review count not available
1887,Poke Bar,"Restaurants, Take Out Restaurants, Seafood Restaurants",(323) 592-3797,"5273 W Olympic Blvd, Los Angeles, CA 90036",rating not available/5,Review count not available
1888,Sake House Miro,"Restaurants, Japanese Restaurants, Asian Restaurants",(323) 939-7075,"809 S La Brea Ave, Los Angeles, CA 90036",rating not available/5,Review count not available
1889,L&L Hawaiian Barbecue,"Restaurants, Hawaiian Restaurants, Barbecue Restaurants",(323) 299-3883,"1810 W Slauson Ave, Los Angeles, CA 90047",rating not available/5,Review count not available
1890,L & L Drive-Inn,"Restaurants, Sushi Bars, Japanese Restaurants",(323) 299-3883,"1810 W Slauson Ave, Los Angeles, CA 90047",rating not available/5,Review count not available
1891,Senor Fish Inc,"Restaurants, Seafood Restaurants",(323) 257-7167,"4803 Eagle Rock Blvd, Los Angeles, CA 90041",rating not available/5,Review count not available
1892,Isa Japanese Ramen,"Restaurants, Japanese Restaurants, Caterers",(323) 879-9536,"916 S La Brea Ave, Los Angeles, CA 90036",rating not available/5,Review count not available
1893,Feast Kitchen & Grill,"Restaurants, American Restaurants, Caterers",(323) 463-4050,"6282 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1894,Supremo,"Restaurants, Italian Restaurants, Take Out Restaurants",(323) 852-3192,"901 S La Brea Ave, Los Angeles, CA 90036",rating not available/5,Review count not available
1895,Ariyoshi Sushi Cafe Izakaya,"Restaurants, Sushi Bars, Japanese Restaurants",(323) 931-5358,"5358 Wilshire Blvd, Los Angeles, CA 90036",rating not available/5,Review count not available
1896,Grandmaster Recorders Ltd,"Restaurants, American Restaurants, Italian Restaurants",(323) 462-6136,"1518 N Cahuenga Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1897,City Restaurant,"Restaurants, Family Style Restaurants",(323) 938-2155,"180 S La Brea Ave, Los Angeles, CA 90036",rating not available/5,Review count not available
1898,Umeda,"Restaurants, Family Style Restaurants",(323) 965-8010,"6623 Melrose Ave, Los Angeles, CA 90038",rating not available/5,Review count not available
1899,Dos Burritos,"Restaurants, Mexican Restaurants, American Restaurants",(323) 460-4178,"6328 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1900,Caffe Etc,"Restaurants, Coffee & Espresso Restaurants, Coffee Shops",(323) 464-8824,"6371 Selma Ave, Los Angeles, CA 90028",rating not available/5,Review count not available
1901,Lousinian Restaurant CNGLMRTN,"Restaurants, Family Style Restaurants",(323) 468-8890,"6325 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1902,Alex Restaurant,"Restaurants, Family Style Restaurants",(323) 931-9851,"6703 Melrose Ave, Los Angeles, CA 90038",rating not available/5,Review count not available
1903,Innovative Restaurant Solution,"Restaurants, Family Style Restaurants",(323) 645-7792,"6340 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1904,La Mecha Restaurant,"Restaurants, Family Style Restaurants",(323) 277-9381,"7831 S Alameda St, Los Angeles, CA 90001",rating not available/5,Review count not available
1905,Odys + Penelope,"Restaurants, American Restaurants",(323) 939-1033,"127 S La Brea Ave, Los Angeles, CA 90036",rating not available/5,Review count not available
1906,Ac's Kitchen,"Restaurants, Chinese Restaurants, Take Out Restaurants",(323) 733-9000,"4768 W Adams Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
1907,SUGARFISH by sushi nozawa,"Restaurants, Seafood Restaurants, Caterers",(323) 488-3636,"101 S La Brea Ave, Los Angeles, CA 90036",rating not available/5,Review count not available
1908,Dulans Restaurant,"Restaurants, Family Style Restaurants",(323) 296-3034,"4059 Crenshaw Blvd, Los Angeles, CA 90008",rating not available/5,Review count not available
1909,Thai Pepper Restaurant,"Restaurants, Thai Restaurants, Asian Restaurants",(323) 467-2699,"6219 Franklin Ave, Los Angeles, CA 90028",rating not available/5,Review count not available
1910,Luchini Pizzeria & Bar,"Restaurants, Pizza, Bars",(323) 593-7771,"1607 N Cahuenga Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1911,La Hawaiian BBQ,"Restaurants, Barbecue Restaurants",(213) 380-9688,"3552 West Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
1912,Tao Asian Bistro,"Restaurants, Asian Restaurants, Bars",(323) 593-7888,"6421 Selma Ave, Los Angeles, CA 90028",rating not available/5,Review count not available
1913,Cahuenga Restaurant Partners,"Restaurants, Family Style Restaurants",(323) 960-3369,"1634 N Cahuenga Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1914,Mother Wolf,"Restaurants, Italian Restaurants",(323) 410-6060,"1545 Wilcox Ave, Los Angeles, CA 90028",rating not available/5,Review count not available
1915,Nongla Labrea,"Restaurants, Chinese Restaurants, Asian Restaurants",(323) 938-1188,"145 N La Brea Ave. #‎B, Los Angeles, CA 90036",rating not available/5,Review count not available
1916,Highly Likely,"Restaurants, American Restaurants, Mexican Restaurants",(310) 622-4550,"4310 W Jefferson Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
